Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverallSatisfaction,Income,PromotionRatio
40,No,Non-Travel,Research & Development,8,2,Life Sciences,Male,2,Healthcare Representative,Divorced,3,Yes,18,3,0,8,2,2,2,2,2,3.4,Medium,1.0
45,No,Travel_Rarely,Research & Development,1,4,Technical Degree,Male,3,Healthcare Representative,Divorced,1,No,12,3,3,10,4,10,8,7,7,2.0,High,0.7
35,No,Travel_Rarely,Sales,28,4,Life Sciences,Female,1,Sales Representative,Married,0,No,23,4,2,6,5,5,3,4,2,2.2,Low,0.8
32,No,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,2,Research Scientist,Married,3,No,12,3,1,12,2,7,1,2,5,2.4,Medium,0.2857142857142857
36,No,Travel_Rarely,Sales,2,4,Life Sciences,Male,1,Sales Representative,Single,3,Yes,21,4,0,7,3,3,2,1,2,3.2,Low,0.3333333333333333
48,No,Travel_Rarely,Sales,16,4,Life Sciences,Female,2,Sales Executive,Divorced,8,No,14,3,1,18,2,8,7,7,7,3.0,Medium,0.875
29,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,1,Research Scientist,Married,6,No,18,3,2,5,2,1,0,0,0,2.6,Low,0.0
33,No,Travel_Rarely,Sales,8,4,Life Sciences,Male,2,Sales Executive,Married,2,No,13,3,1,8,6,2,2,2,2,2.0,Medium,1.0
30,Yes,Travel_Rarely,Sales,1,3,Life Sciences,Male,2,Sales Executive,Married,1,No,11,3,1,10,4,10,8,6,7,2.4,High,0.6
38,No,Travel_Frequently,Human Resources,10,4,Human Resources,Male,2,Human Resources,Married,3,No,11,3,0,10,2,6,3,1,2,3.0,Medium,0.16666666666666666
35,No,Travel_Rarely,Research & Development,1,3,Medical,Male,1,Laboratory Technician,Single,1,No,19,3,0,3,3,3,0,1,2,2.4,Low,0.3333333333333333
30,No,Travel_Rarely,Sales,29,4,Technical Degree,Male,3,Sales Executive,Married,3,No,12,3,1,9,3,4,2,1,3,2.6,High,0.25
35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Laboratory Technician,Divorced,1,Yes,12,3,1,1,2,1,0,0,0,2.4,Low,0.0
53,Yes,Travel_Rarely,Research & Development,2,5,Technical Degree,Female,3,Manufacturing Director,Married,0,No,16,3,1,34,4,33,7,1,9,2.8,High,0.030303030303030304
38,Yes,Travel_Rarely,Research & Development,2,3,Medical,Male,2,Manufacturing Director,Married,4,No,11,3,2,7,2,5,2,1,4,2.4,Medium,0.2
32,No,Non-Travel,Research & Development,1,4,Technical Degree,Male,2,Research Scientist,Married,4,No,14,3,1,9,3,6,5,1,2,2.4,Medium,0.16666666666666666
48,No,Travel_Rarely,Research & Development,15,4,Other,Female,1,Research Scientist,Married,8,No,12,3,1,10,3,8,2,7,6,2.6,Low,0.875
34,No,Travel_Rarely,Research & Development,7,4,Medical,Male,1,Research Scientist,Single,1,No,13,3,0,1,4,1,0,0,0,2.4,Low,0.0
55,No,Travel_Rarely,Sales,26,5,Marketing,Male,5,Manager,Married,1,No,21,4,1,36,3,36,6,2,13,3.0,High,0.05555555555555555
34,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Research Scientist,Married,9,No,17,3,1,9,3,2,2,2,1,2.6,Medium,1.0
26,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Female,1,Research Scientist,Married,1,No,21,4,0,1,5,1,0,0,0,2.4,Low,0.0
38,No,Travel_Rarely,Sales,14,3,Life Sciences,Male,2,Sales Executive,Married,0,No,11,3,1,10,3,9,8,7,7,3.0,High,0.7777777777777778
38,No,Travel_Rarely,Sales,16,3,Life Sciences,Female,2,Sales Executive,Single,2,No,12,3,0,8,5,3,2,1,2,2.6,Medium,0.3333333333333333
36,No,Travel_Rarely,Sales,1,4,Life Sciences,Female,2,Sales Executive,Single,6,No,13,3,0,15,5,1,0,0,0,2.4,High,0.0
29,No,Travel_Rarely,Research & Development,3,1,Medical,Male,1,Laboratory Technician,Single,1,Yes,18,3,0,10,3,10,9,1,5,2.6,Medium,0.1
35,No,Travel_Rarely,Research & Development,10,4,Medical,Female,2,Healthcare Representative,Single,3,Yes,16,3,0,10,4,5,2,0,4,2.6,Medium,0.0
39,No,Travel_Rarely,Sales,6,3,Medical,Male,3,Sales Executive,Married,2,No,11,3,1,11,3,7,6,7,6,3.0,High,1.0
29,No,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,2,Healthcare Representative,Divorced,1,No,19,3,1,6,0,6,4,1,3,3.2,High,0.16666666666666666
50,No,Travel_Rarely,Sales,9,3,Marketing,Male,5,Manager,Married,4,Yes,16,3,1,27,2,1,0,0,0,3.0,High,0.0
23,No,Travel_Rarely,Research & Development,10,3,Technical Degree,Male,1,Research Scientist,Married,2,No,16,3,1,4,2,2,2,2,2,3.6,Low,1.0
36,No,Travel_Frequently,Research & Development,6,4,Life Sciences,Male,2,Laboratory Technician,Married,3,Yes,13,3,1,9,3,3,2,0,2,2.6,Medium,0.0
42,No,Travel_Rarely,Research & Development,9,2,Other,Male,5,Manager,Single,8,No,22,4,0,24,2,1,0,0,1,3.4,High,0.0
35,No,Travel_Rarely,Research & Development,28,3,Life Sciences,Male,2,Laboratory Technician,Married,1,No,17,3,2,10,3,10,9,6,8,3.0,Low,0.6
34,No,Travel_Frequently,Research & Development,10,4,Technical Degree,Male,2,Healthcare Representative,Married,1,No,14,3,1,8,3,8,2,7,7,2.6,Medium,0.875
40,No,Travel_Rarely,Sales,14,2,Life Sciences,Female,2,Sales Executive,Married,1,No,15,3,1,5,2,5,4,1,2,2.8,Medium,0.2
43,No,Travel_Rarely,Research & Development,27,3,Technical Degree,Male,1,Laboratory Technician,Divorced,5,No,12,3,1,8,0,6,4,0,2,3.2,Medium,0.0
35,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,1,Laboratory Technician,Married,1,No,18,3,1,1,5,1,0,0,1,3.0,Low,0.0
46,No,Travel_Rarely,Sales,1,4,Life Sciences,Male,4,Manager,Single,1,No,15,3,0,27,5,26,0,0,12,2.4,High,0.0
28,Yes,Travel_Rarely,Research & Development,24,3,Medical,Male,1,Laboratory Technician,Married,1,Yes,17,3,3,1,3,1,1,0,0,2.8,Low,0.0
22,No,Non-Travel,Research & Development,26,2,Other,Female,1,Research Scientist,Married,1,Yes,14,3,0,4,2,4,2,1,3,2.2,Low,0.25
50,No,Travel_Frequently,Research & Development,20,5,Medical,Male,4,Healthcare Representative,Married,2,Yes,15,3,1,32,3,30,8,12,13,2.8,High,0.4
32,No,Travel_Rarely,Research & Development,5,4,Other,Female,1,Research Scientist,Married,3,No,17,3,2,6,3,3,2,0,2,3.4,Low,0.0
44,No,Travel_Rarely,Research & Development,7,3,Medical,Female,5,Research Director,Divorced,0,Yes,14,3,1,23,4,22,7,1,10,3.0,High,0.045454545454545456
30,No,Travel_Rarely,Research & Development,7,3,Medical,Male,1,Research Scientist,Married,1,No,12,3,1,6,3,6,4,1,1,2.0,Low,0.16666666666666666
45,No,Travel_Rarely,Research & Development,5,5,Medical,Female,2,Laboratory Technician,Single,1,Yes,14,3,0,10,3,10,7,1,4,1.8,Medium,0.1
45,No,Non-Travel,Sales,26,3,Marketing,Male,2,Sales Executive,Married,1,No,15,3,1,10,2,10,7,4,5,1.6,Medium,0.4
31,No,Travel_Frequently,Sales,2,4,Other,Male,2,Sales Executive,Single,7,No,13,3,0,10,3,5,2,0,3,3.0,Medium,0.0
36,No,Travel_Rarely,Research & Development,12,4,Life Sciences,Female,2,Manufacturing Director,Married,9,Yes,12,3,2,7,2,3,2,1,1,2.8,Medium,0.3333333333333333
34,No,Travel_Frequently,Research & Development,10,4,Life Sciences,Male,2,Manufacturing Director,Divorced,1,No,13,3,1,9,3,9,7,7,2,3.0,Medium,0.7777777777777778
49,No,Travel_Rarely,Research & Development,25,4,Life Sciences,Female,1,Laboratory Technician,Married,1,No,14,3,1,10,3,9,6,1,4,2.6,Low,0.1111111111111111
39,No,Travel_Rarely,Research & Development,10,5,Medical,Male,2,Manufacturing Director,Married,2,No,13,3,3,10,3,7,7,7,7,2.6,Medium,1.0
27,No,Travel_Rarely,Research & Development,19,3,Other,Male,1,Laboratory Technician,Divorced,1,No,11,3,2,7,3,7,7,0,7,2.2,Medium,0.0
35,No,Travel_Rarely,Research & Development,18,5,Life Sciences,Male,2,Research Scientist,Married,1,No,11,3,0,16,2,16,15,1,10,2.8,Medium,0.0625
28,No,Travel_Rarely,Research & Development,27,3,Medical,Female,2,Manufacturing Director,Divorced,0,No,21,4,1,6,5,5,3,0,0,1.6,Medium,0.0
21,No,Travel_Rarely,Research & Development,5,1,Medical,Male,1,Research Scientist,Single,1,No,18,3,0,3,2,2,2,2,2,3.2,Low,1.0
18,Yes,Travel_Frequently,Sales,3,2,Medical,Female,1,Sales Representative,Single,1,Yes,12,3,0,0,2,0,0,0,0,3.2,Low,0.0
47,No,Travel_Rarely,Human Resources,26,4,Life Sciences,Female,5,Manager,Married,3,No,11,3,1,27,2,5,2,1,0,3.2,High,0.2
39,No,Travel_Rarely,Research & Development,3,2,Medical,Male,2,Laboratory Technician,Divorced,0,No,15,3,1,11,3,10,8,0,7,3.0,Low,0.0
40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,Female,3,Manufacturing Director,Married,1,No,13,3,2,18,2,18,15,14,12,2.6,High,0.7777777777777778
35,No,Non-Travel,Research & Development,8,4,Life Sciences,Female,2,Healthcare Representative,Married,1,No,12,3,1,15,5,14,11,2,9,3.2,Medium,0.14285714285714285
37,No,Travel_Rarely,Research & Development,19,3,Life Sciences,Male,2,Manufacturing Director,Married,3,No,17,3,3,9,2,4,3,0,2,2.4,Medium,0.0
39,No,Travel_Frequently,Research & Development,4,3,Medical,Female,2,Manufacturing Director,Single,0,No,13,3,0,10,2,9,2,3,8,2.4,Medium,0.3333333333333333
45,No,Travel_Rarely,Research & Development,2,2,Other,Female,2,Manufacturing Director,Divorced,1,No,19,3,2,10,3,10,7,3,9,2.8,Medium,0.3
38,No,Travel_Rarely,Research & Development,2,2,Medical,Female,3,Manufacturing Director,Married,3,Yes,19,3,1,10,6,5,4,0,2,3.4,High,0.0
35,Yes,Travel_Rarely,Sales,10,3,Medical,Male,3,Sales Executive,Married,9,No,17,3,0,15,3,13,12,6,0,2.6,High,0.46153846153846156
37,No,Travel_Rarely,Research & Development,10,3,Medical,Female,1,Research Scientist,Married,1,No,11,3,1,8,2,8,4,7,7,1.8,Medium,0.875
40,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Female,3,Manufacturing Director,Single,6,Yes,15,3,0,18,2,4,2,3,3,3.2,High,0.75
44,No,Travel_Frequently,Human Resources,1,5,Human Resources,Male,2,Human Resources,Married,4,Yes,11,3,0,14,3,10,7,0,2,2.8,Medium,0.0
48,No,Travel_Frequently,Research & Development,4,5,Medical,Male,4,Manager,Married,2,No,25,4,1,23,3,2,2,2,2,2.8,High,1.0
35,Yes,Travel_Rarely,Sales,15,2,Medical,Male,2,Sales Executive,Divorced,6,Yes,14,3,2,7,2,2,2,2,2,2.4,Medium,1.0
24,No,Travel_Frequently,Research & Development,2,1,Technical Degree,Female,1,Research Scientist,Single,1,Yes,13,3,0,6,2,6,3,1,3,2.8,Medium,0.16666666666666666
27,No,Travel_Rarely,Research & Development,8,3,Medical,Female,1,Research Scientist,Married,7,No,17,3,0,5,0,3,2,0,2,2.6,Low,0.0
27,No,Travel_Frequently,Research & Development,2,3,Medical,Male,1,Research Scientist,Single,2,No,13,3,0,6,0,4,2,1,2,3.2,Low,0.25
40,Yes,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,1,Laboratory Technician,Single,3,Yes,14,3,0,10,3,4,2,0,3,1.6,Low,0.0
29,No,Travel_Rarely,Sales,10,3,Medical,Male,2,Sales Executive,Single,9,No,11,3,0,8,2,5,2,1,4,2.8,Medium,0.2
36,No,Travel_Rarely,Research & Development,5,4,Life Sciences,Female,3,Healthcare Representative,Married,4,No,12,3,2,9,6,3,2,0,2,2.4,High,0.0
25,No,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,2,Manufacturing Director,Divorced,1,No,17,3,2,7,6,7,7,0,7,3.4,Medium,0.0
39,No,Travel_Rarely,Research & Development,12,3,Medical,Male,2,Manufacturing Director,Married,4,No,21,4,0,7,3,5,4,1,0,3.0,Medium,0.2
49,No,Travel_Rarely,Research & Development,22,4,Other,Female,4,Research Director,Married,3,No,16,3,2,27,2,4,2,1,2,2.2,High,0.25
50,No,Travel_Rarely,Research & Development,17,5,Life Sciences,Female,3,Research Director,Divorced,5,No,15,3,3,19,3,14,11,1,11,2.6,High,0.07142857142857142
20,No,Travel_Rarely,Sales,2,3,Medical,Female,1,Sales Representative,Single,1,No,19,3,0,2,3,2,2,2,2,2.6,Low,1.0
34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Female,2,Research Scientist,Divorced,1,No,12,3,1,11,2,11,8,7,9,3.0,Medium,0.6363636363636364
36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,1,Laboratory Technician,Single,2,No,11,3,0,15,4,4,3,1,3,2.4,Low,0.25
49,No,Travel_Rarely,Research & Development,6,1,Life Sciences,Female,4,Healthcare Representative,Married,2,Yes,19,3,1,30,3,15,11,2,12,2.6,High,0.13333333333333333
36,No,Non-Travel,Research & Development,1,4,Medical,Female,2,Manufacturing Director,Married,0,No,15,3,0,4,6,3,2,1,2,3.0,Medium,0.3333333333333333
36,No,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,2,Healthcare Representative,Divorced,6,No,20,4,1,13,3,5,4,0,4,2.6,High,0.0
54,No,Travel_Rarely,Research & Development,22,5,Medical,Female,4,Manager,Married,3,No,25,4,1,36,6,10,8,4,7,2.8,High,0.4
43,No,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,4,Research Director,Married,1,No,24,4,1,14,3,14,10,6,11,2.4,High,0.42857142857142855
35,Yes,Travel_Frequently,Sales,12,4,Other,Male,2,Sales Executive,Single,3,Yes,24,4,0,13,2,11,9,6,7,3.2,Medium,0.5454545454545454
38,No,Travel_Frequently,Research & Development,1,3,Life Sciences,Male,2,Research Scientist,Married,7,No,15,3,2,19,4,13,11,2,9,3.8,Medium,0.15384615384615385
29,No,Travel_Rarely,Sales,5,3,Medical,Male,2,Sales Executive,Divorced,1,Yes,13,3,1,10,3,10,0,0,9,1.8,Medium,0.0
33,No,Travel_Rarely,Sales,2,4,Medical,Male,2,Sales Executive,Divorced,1,No,14,3,2,6,5,6,2,0,4,3.4,Medium,0.0
32,No,Travel_Rarely,Research & Development,2,3,Medical,Male,2,Research Scientist,Divorced,0,No,13,3,2,10,4,9,5,1,6,2.8,Medium,0.1111111111111111
31,No,Travel_Rarely,Sales,5,4,Life Sciences,Female,2,Sales Executive,Married,1,No,11,3,2,10,2,10,0,0,2,2.4,Medium,0.0
49,No,Travel_Rarely,Research & Development,16,3,Medical,Female,1,Laboratory Technician,Divorced,4,Yes,16,3,1,17,2,2,2,2,2,2.4,Low,1.0
38,No,Travel_Frequently,Research & Development,2,3,Medical,Female,1,Laboratory Technician,Single,1,No,22,4,0,4,3,4,3,3,3,2.6,Low,0.75
47,No,Travel_Rarely,Sales,2,4,Life Sciences,Female,4,Manager,Divorced,6,No,14,3,3,29,2,3,2,1,2,2.8,High,0.3333333333333333
49,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,4,Manager,Single,4,No,14,3,0,23,2,8,7,0,0,2.6,High,0.0
41,No,Travel_Rarely,Sales,23,2,Life Sciences,Male,3,Sales Executive,Single,3,Yes,16,3,0,21,2,2,0,0,2,3.4,High,0.0
20,No,Travel_Rarely,Sales,9,1,Life Sciences,Male,1,Sales Representative,Single,1,No,11,3,0,2,3,2,2,0,2,2.4,Low,0.0
33,No,Non-Travel,Sales,16,3,Life Sciences,Female,2,Sales Executive,Divorced,1,Yes,25,4,1,7,2,6,5,1,2,3.2,Medium,0.16666666666666666
36,No,Travel_Rarely,Research & Development,26,4,Life Sciences,Male,2,Healthcare Representative,Married,6,No,14,3,2,10,2,3,2,0,2,2.2,Medium,0.0
44,No,Travel_Rarely,Human Resources,1,3,Life Sciences,Female,1,Human Resources,Divorced,4,Yes,18,3,3,8,2,2,2,2,2,2.8,Low,1.0
23,Yes,Travel_Rarely,Research & Development,8,1,Medical,Male,1,Laboratory Technician,Single,1,Yes,11,3,0,5,2,5,4,1,2,2.6,Medium,0.2
38,No,Travel_Rarely,Research & Development,4,2,Medical,Female,1,Laboratory Technician,Married,7,No,19,3,1,7,5,0,0,0,0,3.2,Low,0.0
53,No,Travel_Rarely,Research & Development,24,4,Medical,Male,3,Healthcare Representative,Married,3,No,15,3,0,11,2,4,3,1,2,3.2,High,0.25
48,Yes,Travel_Frequently,Sales,7,2,Medical,Female,1,Sales Representative,Married,2,Yes,11,3,2,19,3,9,7,7,7,3.2,Low,0.7777777777777778
32,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,1,Laboratory Technician,Single,1,No,12,3,0,1,2,1,0,0,0,2.6,Low,0.0
26,No,Non-Travel,Research & Development,7,3,Medical,Male,1,Laboratory Technician,Single,1,No,20,4,0,7,5,7,7,5,7,3.4,Low,0.7142857142857143
55,No,Travel_Rarely,Research & Development,22,3,Technical Degree,Male,1,Research Scientist,Divorced,5,No,12,3,1,8,1,4,2,1,2,2.4,Low,0.25
34,No,Travel_Rarely,Research & Development,5,2,Medical,Male,2,Laboratory Technician,Married,1,No,14,3,1,15,3,15,10,4,13,3.0,Medium,0.26666666666666666
60,No,Travel_Rarely,Research & Development,1,4,Medical,Male,3,Healthcare Representative,Divorced,3,No,20,4,1,19,2,1,0,0,0,3.0,High,0.0
33,No,Travel_Rarely,Research & Development,21,3,Medical,Male,1,Laboratory Technician,Married,1,No,18,3,3,14,6,14,11,2,13,3.0,Low,0.14285714285714285
37,No,Travel_Frequently,Sales,1,4,Medical,Male,2,Sales Executive,Divorced,1,No,14,3,2,6,2,6,3,1,3,2.6,High,0.16666666666666666
34,No,Travel_Rarely,Research & Development,19,3,Life Sciences,Female,1,Research Scientist,Married,1,No,12,3,0,10,3,10,9,8,7,2.6,Low,0.8
23,Yes,Travel_Rarely,Sales,7,3,Life Sciences,Male,1,Sales Representative,Divorced,1,Yes,21,4,1,3,2,3,2,0,2,3.0,Low,0.0
44,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,3,Healthcare Representative,Married,1,Yes,19,3,1,9,2,8,7,6,7,3.2,High,0.75
35,No,Travel_Frequently,Research & Development,2,4,Medical,Male,1,Research Scientist,Single,0,Yes,14,3,0,6,2,5,4,1,4,2.8,Medium,0.2
43,No,Travel_Rarely,Sales,2,3,Medical,Male,2,Sales Executive,Married,1,Yes,17,3,1,10,3,10,9,8,8,3.0,High,0.8
24,No,Travel_Rarely,Research & Development,9,3,Medical,Male,1,Research Scientist,Married,1,No,16,3,1,5,1,5,3,0,4,3.4,Medium,0.0
41,No,Travel_Rarely,Sales,6,3,Marketing,Male,3,Sales Executive,Single,1,No,12,3,0,10,3,10,8,8,7,3.0,High,0.8
29,No,Travel_Rarely,Research & Development,9,4,Medical,Female,1,Laboratory Technician,Married,9,No,17,3,1,9,2,5,3,1,2,3.2,Low,0.2
36,No,Travel_Rarely,Sales,2,4,Life Sciences,Female,2,Sales Representative,Single,3,No,15,3,0,17,2,13,7,6,7,3.0,Medium,0.46153846153846156
45,No,Non-Travel,Research & Development,1,1,Life Sciences,Male,3,Healthcare Representative,Married,3,No,23,4,1,25,3,23,15,14,4,2.8,High,0.6086956521739131
24,Yes,Travel_Rarely,Human Resources,22,1,Human Resources,Male,1,Human Resources,Married,1,No,11,3,1,1,2,1,0,0,0,2.8,Low,0.0
47,Yes,Travel_Frequently,Sales,9,3,Life Sciences,Male,4,Sales Executive,Married,7,No,11,3,0,25,3,23,5,14,10,2.2,High,0.6086956521739131
26,No,Travel_Rarely,Research & Development,17,4,Medical,Male,1,Laboratory Technician,Married,1,No,15,3,3,3,3,3,2,0,2,3.0,Low,0.0
45,No,Travel_Rarely,Research & Development,28,2,Technical Degree,Female,4,Research Director,Single,1,No,11,3,0,21,2,21,6,8,6,2.8,High,0.38095238095238093
32,No,Travel_Frequently,Research & Development,10,3,Life Sciences,Male,1,Research Scientist,Married,6,No,13,3,1,10,3,5,2,1,3,2.0,Low,0.2
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,1,Laboratory Technician,Married,1,No,14,3,1,6,2,5,2,0,3,3.2,Low,0.0
41,No,Non-Travel,Human Resources,4,3,Human Resources,Male,2,Human Resources,Married,6,No,19,3,1,10,4,3,2,1,2,2.2,Medium,0.3333333333333333
40,No,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,2,Manufacturing Director,Married,2,Yes,16,3,1,18,3,1,0,0,0,2.2,Medium,0.0
24,No,Travel_Rarely,Research & Development,29,1,Medical,Male,1,Laboratory Technician,Divorced,1,No,13,3,3,6,2,6,2,1,2,2.4,Medium,0.16666666666666666
46,No,Travel_Rarely,Research & Development,13,4,Life Sciences,Male,2,Healthcare Representative,Single,6,No,14,3,0,19,3,10,7,0,9,3.0,Medium,0.0
35,No,Travel_Rarely,Research & Development,27,4,Life Sciences,Male,2,Manufacturing Director,Married,2,No,16,3,1,17,3,7,7,0,7,3.0,High,0.0
30,No,Travel_Rarely,Research & Development,16,1,Life Sciences,Male,1,Research Scientist,Married,1,No,12,3,1,10,2,10,0,0,8,2.6,Low,0.0
47,No,Non-Travel,Sales,2,4,Marketing,Male,2,Sales Executive,Married,7,No,11,3,1,4,3,1,0,0,0,2.6,Medium,0.0
46,No,Travel_Rarely,Sales,2,3,Life Sciences,Male,3,Sales Executive,Divorced,4,Yes,12,3,1,13,5,10,6,0,3,2.8,High,0.0
36,Yes,Travel_Rarely,Sales,13,5,Marketing,Male,2,Sales Executive,Divorced,5,Yes,13,3,3,16,3,2,2,2,2,2.0,Medium,1.0
32,Yes,Travel_Rarely,Sales,1,2,Life Sciences,Male,2,Sales Executive,Single,6,No,15,3,0,10,2,0,0,0,0,1.8,High,0.0
23,No,Travel_Rarely,Research & Development,4,1,Medical,Female,1,Laboratory Technician,Single,1,No,13,3,0,3,3,3,2,1,2,2.4,Low,0.3333333333333333
31,No,Travel_Frequently,Research & Development,24,1,Technical Degree,Female,2,Manufacturing Director,Single,2,No,20,4,0,9,3,5,4,1,4,3.4,Medium,0.2
39,No,Non-Travel,Research & Development,1,3,Life Sciences,Male,2,Laboratory Technician,Married,1,Yes,15,3,1,9,2,9,8,5,8,3.6,Medium,0.5555555555555556
32,No,Travel_Rarely,Sales,19,3,Life Sciences,Male,3,Sales Executive,Married,3,No,13,3,1,10,2,4,3,0,2,2.4,High,0.0
40,No,Travel_Rarely,Sales,7,4,Medical,Male,5,Manager,Single,1,No,14,3,0,21,3,21,8,12,8,2.2,High,0.5714285714285714
45,No,Travel_Rarely,Human Resources,4,3,Life Sciences,Female,3,Human Resources,Married,4,No,21,4,2,9,2,5,0,0,3,2.8,High,0.0
30,No,Travel_Frequently,Research & Development,2,4,Technical Degree,Female,1,Research Scientist,Single,0,No,16,3,0,10,2,9,7,0,7,2.8,Medium,0.0
24,No,Travel_Frequently,Human Resources,10,3,Medical,Male,1,Human Resources,Married,0,No,14,3,1,3,2,2,2,2,1,3.0,Low,1.0
30,Yes,Travel_Frequently,Human Resources,8,3,Human Resources,Female,1,Human Resources,Divorced,6,No,11,3,1,6,0,4,2,1,2,2.8,Low,0.25
31,No,Travel_Rarely,Sales,5,3,Technical Degree,Male,2,Sales Executive,Married,1,No,19,3,1,6,3,5,2,0,2,2.6,High,0.0
27,No,Travel_Rarely,Research & Development,8,3,Medical,Female,1,Research Scientist,Single,1,No,11,3,0,6,5,6,2,1,4,3.0,Low,0.16666666666666666
29,Yes,Travel_Rarely,Sales,9,3,Marketing,Female,1,Sales Representative,Single,1,No,13,3,0,2,3,2,2,2,2,2.2,Low,1.0
29,No,Travel_Frequently,Research & Development,1,3,Life Sciences,Male,2,Healthcare Representative,Single,8,Yes,12,3,0,10,5,3,2,0,2,3.8,Medium,0.0
30,No,Travel_Rarely,Sales,15,2,Marketing,Male,3,Sales Executive,Divorced,2,No,11,3,1,12,2,7,7,1,7,2.0,High,0.14285714285714285
34,No,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Research Scientist,Married,0,Yes,14,3,3,6,3,5,0,1,2,3.2,Low,0.2
33,No,Non-Travel,Sales,2,3,Marketing,Female,2,Sales Executive,Single,8,No,15,3,0,13,2,11,7,1,7,3.0,Medium,0.09090909090909091
49,No,Travel_Rarely,Sales,11,4,Marketing,Female,2,Sales Executive,Single,3,No,12,3,0,8,1,5,1,0,4,3.6,Medium,0.0
33,Yes,Travel_Rarely,Sales,16,3,Life Sciences,Female,3,Sales Executive,Single,2,Yes,20,4,0,11,2,0,0,0,0,2.0,High,0.0
38,No,Travel_Frequently,Research & Development,2,2,Medical,Female,1,Laboratory Technician,Married,4,No,14,3,1,9,4,6,1,0,5,2.2,Low,0.0
31,Yes,Travel_Rarely,Sales,16,4,Marketing,Male,3,Sales Executive,Married,2,No,13,3,3,10,2,1,0,0,0,2.2,High,0.0
29,No,Travel_Rarely,Research & Development,4,3,Technical Degree,Female,1,Research Scientist,Divorced,1,No,13,3,1,1,2,1,0,0,0,2.6,Low,0.0
30,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,2,Healthcare Representative,Married,3,No,16,3,1,10,3,7,0,1,7,3.2,Medium,0.14285714285714285
32,No,Non-Travel,Research & Development,5,4,Technical Degree,Male,1,Research Scientist,Single,2,No,14,3,0,12,3,7,7,0,7,2.4,Low,0.0
38,No,Travel_Rarely,Research & Development,18,3,Medical,Male,2,Healthcare Representative,Married,3,Yes,16,3,1,15,2,1,0,1,0,2.6,Medium,1.0
43,Yes,Travel_Frequently,Research & Development,17,3,Technical Degree,Male,1,Research Scientist,Married,9,Yes,16,3,1,6,4,1,0,0,0,3.0,Low,0.0
42,No,Travel_Rarely,Research & Development,12,3,Medical,Male,1,Laboratory Technician,Divorced,8,No,22,4,3,7,6,5,3,0,4,2.2,Low,0.0
55,No,Travel_Rarely,Research & Development,2,3,Medical,Male,5,Research Director,Married,8,No,12,3,3,34,2,1,0,0,0,2.2,High,0.0
33,No,Non-Travel,Research & Development,4,3,Technical Degree,Male,2,Research Scientist,Divorced,5,No,15,3,2,11,2,9,8,1,7,3.0,Low,0.1111111111111111
41,No,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,1,Laboratory Technician,Divorced,1,No,20,4,2,5,2,5,3,0,4,2.4,Low,0.0
34,No,Non-Travel,Sales,10,3,Life Sciences,Male,2,Sales Executive,Divorced,1,Yes,14,3,1,15,3,15,14,0,7,3.2,Medium,0.0
53,No,Non-Travel,Research & Development,1,4,Medical,Female,4,Manufacturing Director,Married,4,Yes,20,4,3,27,2,3,2,0,2,2.4,High,0.0
43,No,Travel_Rarely,Human Resources,2,3,Life Sciences,Male,1,Human Resources,Single,0,No,13,3,0,10,5,9,7,1,8,2.8,Low,0.1111111111111111
34,No,Travel_Rarely,Sales,3,2,Life Sciences,Female,2,Sales Executive,Single,5,No,12,3,0,6,3,2,2,2,2,2.6,Medium,1.0
21,Yes,Travel_Rarely,Sales,7,1,Marketing,Male,1,Sales Representative,Single,1,No,13,3,0,1,3,1,0,1,0,2.4,Low,1.0
